facet,state,concept,description
food,Tamil Nadu,Thengai Milagai Podi,Spicy coconut powder; served as a condiment with idli or dosa.
food,Telangana,Sarva Pindi,Savory rice flour pancake with peanuts and spices; traditional breakfast or snack.
food,Telangana,Sakinalu,Crispy rice flour rings flavored with sesame seeds and ajwain; festive snack during Makar Sankranti.
food,Telangana,Pachi Pulusu,"Raw tamarind soup with onions, chilies, and jaggery; refreshing accompaniment in hot weather."
food,Telangana,Golichina Mamsam,Spicy stir-fried mutton with green chilies and onions; popular non-vegetarian dish.
food,Telangana,Garijalu,Deep-fried pastry filled with sweetened coconut or jaggery; traditional dessert during festivals.
food,Telangana,Chegodilu,Crunchy rice flour rings seasoned with spices; common tea-time snack.
food,Telangana,Polelu,Sweet flatbread stuffed with chana dal and jaggery; prepared during special occasions.
food,Telangana,Qubani ka Meetha,Dessert made from dried apricots stewed with sugar; Hyderabadi specialty.
food,Telangana,Thunti Koora,Leafy green vegetable curry made with red sorrel leaves; tangy and nutritious.
food,Telangana,Potlakaya Pulusu,Snake gourd cooked in tamarind-based gravy; traditional vegetarian dish.
food,Telangana,Rail Palaram,Steamed rice cakes made from fermented batter; healthy breakfast option.
food,Telangana,Bachali Kura,Malabar spinach curry cooked with lentils and spices; wholesome side dish.
food,Telangana,Puntikura Chana Dal,Tangy curry made with gongura leaves and split chickpeas; regional delicacy.
food,Telangana,Hyderabadi Biryani,Fragrant basmati rice layered with spiced meat; iconic dish of Hyderabad.
food,Telangana,Hyderabadi Haleem,"Slow-cooked stew of meat, lentils, and wheat; popular during Ramadan."
food,Telangana,Lukhmi,Square-shaped savory pastry stuffed with minced meat; served as a starter.
food,Telangana,Bagara Baingan,Baby eggplants cooked in rich peanut and sesame gravy; Hyderabadi vegetarian specialty.
food,Telangana,Double ka Meetha,"Bread pudding made with fried bread slices, milk, and sugar; festive dessert."
food,Telangana,Mirchi ka Salan,Spicy curry of green chilies simmered in peanut and sesame sauce; accompaniment to biryani.
food,Telangana,Khatti Dal,Tangy lentil soup flavored with tamarind; staple in Hyderabadi meals.
food,Telangana,Osmania Biscuits,Buttery and mildly sweet biscuits; popular tea-time snack in Hyderabad.
food,Telangana,Jonna Rotte,Sorghum flatbread; staple food in rural Telangana.
food,Telangana,Sajja Rotte,Pearl millet flatbread; nutritious and filling traditional dish.
food,Telangana,Uppudi Pindi,Broken rice upma tempered with spices; simple and comforting breakfast.
food,Telangana,Kodi Pulusu,Chicken cooked in spicy tamarind gravy; hearty non-vegetarian curry.
food,Telangana,Mamsam Vepudu,Spicy fried mutton pieces; enjoyed as a side dish or appetizer.
food,Telangana,Vankaya Pulusu,Brinjal cooked in tangy tamarind sauce; classic vegetarian preparation.
food,Telangana,Aritikaya Vepudu,Crispy fried raw banana slices seasoned with spices; popular side dish.
food,Telangana,Palakoora Pappu,Spinach cooked with lentils and tempered with spices; nutritious accompaniment.
food,Telangana,Peanut Chutney,Spicy and tangy chutney made from roasted peanuts; served with breakfast items.
food,Telangana,Dalcha,Lentil-based curry with mutton and bottle gourd; Hyderabadi specialty.
food,Telangana,Sheer Khurma,"Vermicelli pudding made with milk, dates, and nuts; festive dessert during Eid."
food,Telangana,Til ki Chutney,Sesame seed chutney with tamarind and spices; unique condiment.
food,Telangana,Pathar ka Gosht,Marinated mutton pieces cooked on a heated stone; traditional Hyderabadi delicacy.
food,Telangana,Maghaz Masala,Spiced goat brain curry; rich and flavorful dish.
food,Telangana,Gil-e-Firdaus,Rice and milk-based dessert with bottle gourd; creamy and sweet.
food,Tripura,Mui Borok,Traditional cuisine featuring smoked or fermented fish with vegetables.
food,Tripura,Berma Bwtwi,Stew made with fermented fish (berma) and vegetables; staple in daily meals.
food,Tripura,Awandru,"Soup prepared with bamboo shoots, rice flour, and fermented fish; served during festivals."
food,Tripura,Chakhwi,Pork cooked with bamboo shoots and papaya; traditional tribal delicacy.
food,Tripura,Gudok,Mashed vegetables with fermented fish; similar to Manipuri Eromba.
food,Tripura,Mosdeng Serma,Spicy tomato chutney with fermented fish; common accompaniment.
food,Tripura,Wahan Mosdeng,"Pork salad mixed with onions, green chilies, and local spices; served in community gatherings."
food,Tripura,Awang Bangwi,Sticky rice cake steamed in leaves with nuts and raisins; festive sweet.
food,Tripura,Muya Bai Wahan,Pork cooked with bamboo shoots and jackfruit seeds; traditional tribal dish.
food,Tripura,Chakhwtwi Kwthwng,Steamed fish with vegetables and herbs; healthy daily meal.
food,Tripura,Thokni Chakhwi,Chicken cooked with banana flower and spices; unique tribal preparation.
food,Tripura,Awang Sokrang,Sticky rice balls often enjoyed during festivals and special occasions.
food,Tripura,Chuak,Traditional rice beer; integral to social and religious ceremonies.
food,Tripura,Hangjak,Steamed or boiled snails; delicacy among certain tribal communities.
food,Tripura,Yikjak,Dish made from wild edible leaves; showcases foraging traditions.
food,Tripura,Muiya,Fermented bamboo shoot used in various preparations; adds distinct flavor.
food,Tripura,Ruk,"Traditional smoked meat, often pork or beef; preserved for later use."
food,Tripura,Peng,Dish made from mashed potatoes mixed with local herbs and spices.
food,Tripura,Yohk,Fermented soybean paste used as a condiment or in cooking.
food,Tripura,Ser,Steamed fish with bamboo shoots and spices; traditional delicacy.
food,Tripura,Muitru,Boiled pork with salt and bamboo shoots; simple yet flavorful.
food,Tripura,Thok mwi,Steamed vegetables mixed with fermented fish; healthy side dish.
food,Tripura,Chakhwtwi,Fish cooked with green papaya and spices; common in daily meals.
food,Tripura,Ik,Boiled colocasia (taro) with salt and herbs; traditional preparation.
food,Tripura,Rabra,Fermented bamboo shoot soup; consumed during community gatherings.
food,Tripura,Thokmui,Spicy chutney made from fermented mustard leaves; accompanies meals.
food,Tripura,Awang Phanswi,Sticky rice cake with sesame seeds; enjoyed during festivals.
food,Tripura,Phap ni Awang,Sticky rice mixed with ripe banana; sweet traditional dish.
food,Tripura,Awang Belep,Sticky rice with black sesame; unique tribal dessert.
food,Tripura,Muhr,Boiled vegetables with fermented fish; staple in rural areas.
food,Tripura,Mwkhwi,Steamed fish with local herbs; showcases traditional cooking methods.
food,Tripura,Napek,Dry fish chutney mixed with spices; pungent accompaniment.
food,Tripura,Hontali,Boiled pork with bamboo shoots and local greens; hearty meal.
food,Tripura,Sok,Steamed vegetables with fermented soybean; nutritious side dish.
food,Tripura,DengHang,Dish made from wild mushrooms; seasonal delicacy.
food,Tripura,Yaksapik,Grilled meat skewers marinated with local spices; popular in gatherings.
food,Uttarakhand,Kafuli,Spinach and fenugreek leaves cooked into a thick gravy; staple during winters.
food,Uttarakhand,Bhang Ki Chutney,Tangy chutney made from roasted hemp seeds; accompanies main courses.
food,Uttarakhand,Phaanu,"Mixed lentil curry, slow-cooked; served during festivals."
food,Uttarakhand,Baadi,Black gram flour cooked into a thick paste; traditional daily meal.
food,Uttarakhand,Aloo Tamatar Ka Jhol,Potato and tomato curry; common in daily meals.
food,Uttarakhand,Kandalee Ka Saag,Stinging nettle leaves cooked with spices; consumed during winters.
food,Uttarakhand,Chainsoo,Roasted black gram dal curry; rich in protein.
food,Uttarakhand,Dubuk,Pulses cooked into a thick gravy; enjoyed during winters.
food,Uttarakhand,Aloo Gutook,Stir-fried potatoes with spices; popular in community gatherings.
food,Uttarakhand,Jhangora Ki Kheer,Millet pudding sweetened with jaggery; festive dessert.
food,Uttarakhand,Thhatwani,Mixed lentil soup; nutritious and flavorful.
food,Uttarakhand,Garhwal Ka Fannah,Black gram dal curry; protein-rich dish.
food,Uttarakhand,Kumaoni Raita,Yogurt mixed with cucumber and spices; cooling side dish.
food,Uttarakhand,Gulgula,Deep-fried sweet made from wheat flour and jaggery; enjoyed during festivals.
food,Uttarakhand,Arsa,Sweet rice fritters; traditional festive delicacy.
food,Uttarakhand,Singori,"Sweet made from khoya, wrapped in maalu leaves; unique to Kumaon region."
food,Uttarakhand,Bal Mithai,Fudge-like sweet coated with sugar balls; iconic dessert.
food,Uttarakhand,Jholi,Sour yogurt-based curry with gram flour dumplings; traditional dish.
food,Uttarakhand,Rus,Mixed lentil soup; consumed during winters.
food,Uttarakhand,Chudkani,Black soybean curry; staple in daily meals.
food,Uttarakhand,Sei,Deep-fried fermented rice batter pancakes; enjoyed during festivals.
food,Uttarakhand,Bhatt Ki Churdkani,Black soybean curry; traditional Kumaoni dish.
food,Uttarakhand,Kachmouli,Spicy mashed fish; enjoyed in rural areas.
food,Uttarakhand,Til Ki Chutney,Sesame seed chutney; accompanies main courses.
food,Uttarakhand,Garhwal Ka Fannah,Black gram dal curry; protein-rich dish.
food,Uttarakhand,Dubuk,Pulses cooked into a thick gravy; enjoyed during winters.
food,Uttarakhand,Jhangora Ki Kheer,Millet pudding sweetened with jaggery; festive dessert.
food,Uttarakhand,Arsa,Sweet rice fritters; traditional festive delicacy.
food,Uttarakhand,Kafuli,Spinach and fenugreek leaves cooked into a thick gravy; staple during winters.
food,Uttarakhand,Chudkani,Black soybean curry; staple in daily meals.
food,Uttarakhand,Chainsoo,Roasted black gram dal curry; rich in protein.
food,Uttarakhand,Jholi,Sour yogurt-based curry with gram flour dumplings; traditional dish.
food,Uttarakhand,Phanu,"Mixed lentil curry, slow-cooked; served during festivals."
food,Uttarakhand,Baadi,Black gram flour cooked into a thick paste; traditional daily meal.
food,Uttarakhand,Singori,"Sweet made from khoya, wrapped in maalu leaves; unique to Kumaon region."
food,Uttarakhand,Bal Mithai,Fudge-like sweet coated with sugar balls; iconic dessert.
food,Uttar Pradesh,Awadhi Biryani,Fragrant rice layered with spiced meat; signature dish of Lucknow.
food,Uttar Pradesh,Tunday Kababi,Soft minced meat kebabs with a blend of spices; Lucknow specialty.
food,Uttar Pradesh,Galouti Kebab,Melt-in-mouth minced meat patties; Nawabi delicacy.
food,Uttar Pradesh,Lucknawi Nihari,Slow-cooked mutton stew with spices; traditional breakfast in Lucknow.
food,Uttar Pradesh,Kakori Kebab,Skewered minced meat kebabs; named after Kakori town.
food,Uttar Pradesh,Sheermal,Sweet saffron-flavored flatbread; accompanies rich gravies.
food,Uttar Pradesh,Tehri,Spiced rice with vegetables; popular vegetarian dish.
food,Uttar Pradesh,Bedmi Puri,Deep-fried bread stuffed with spiced lentils; served with potato curry.
food,Uttar Pradesh,Aloo Rasedar,Potato curry in thin tomato-based gravy; common in daily meals.
food,Uttar Pradesh,Kachori,Deep-fried pastry filled with spiced lentils; popular snack.
food,Uttar Pradesh,Banarasi Paan,Betel leaf preparation with areca nut and sweet fillings; Varanasi specialty.
food,Uttar Pradesh,Malaiyo,Frothy milk dessert flavored with saffron; winter delicacy in Varanasi.
food,Uttar Pradesh,Mathura Peda,Sweet made from condensed milk; specialty of Mathura.
food,Uttar Pradesh,Agra Petha,Translucent soft candy made from ash gourd; Agra specialty.
food,Uttar Pradesh,Balushahi,Deep-fried doughnut-like sweet soaked in sugar syrup; festive treat.
food,Uttar Pradesh,Gujia,Deep-fried pastry filled with sweetened khoya and nuts; Holi delicacy.
food,Uttar Pradesh,Imarti,"Sweet made from urad dal batter, deep-fried and soaked in sugar syrup."
food,Uttar Pradesh,Thandai,Chilled milk beverage with nuts and spices; consumed during festivals.
food,Uttar Pradesh,Chole Bhature,Spicy chickpea curry served with deep-fried bread; popular in urban areas.
food,Uttar Pradesh,Paneer Pasanda,"Paneer stuffed with nuts, cooked in rich gravy; served during special occasions."
food,Uttar Pradesh,Rogan Josh,Spicy red curry with tender meat; Mughlai influence.
food,Uttar Pradesh,Shahi Tukda,Bread pudding with saffron-infused milk and nuts; royal dessert.
food,Uttar Pradesh,Palak Paneer,Cottage cheese cubes in spiced spinach gravy; vegetarian favorite.
food,Uttar Pradesh,Rajma,Red kidney bean curry in spiced tomato gravy; staple in many households.
food,Uttar Pradesh,Chaat,Assortment of tangy and spicy street foods; popular in urban centers.
food,Uttar Pradesh,Samosa,Deep-fried pastry with spiced potato filling; ubiquitous snack.
food,Uttar Pradesh,Boondi Raita,Yogurt mixed with tiny fried gram flour balls; cooling side dish.
food,Uttar Pradesh,Ras Malai,Soft paneer balls soaked in sweetened milk; festive dessert.
food,Uttar Pradesh,Sheer Khurma,Vermicelli pudding with dates and nuts; Eid delicacy.
food,Uttar Pradesh,Makhan Malai,Airy dessert made from churned milk; winter specialty in Lucknow.
food,Uttar Pradesh,Dal Makhani,Creamy lentil curry with butter and spices; popular in Punjabi communities.
food,Uttar Pradesh,Baati Chokha,Baked wheat balls with mashed spiced vegetables; traditional in eastern regions.
food,Uttar Pradesh,Rogan Josh,Spicy red curry with tender meat; Mughlai influence.
food,Uttar Pradesh,Shahi Tukda,Bread pudding with saffron-infused milk and nuts; royal dessert.
food,Uttar Pradesh,Palak Paneer,Cottage cheese cubes in spiced spinach gravy; vegetarian favorite.
food,Uttar Pradesh,Rajma,Red kidney bean curry in spiced tomato gravy; staple in many households.
food,Uttar Pradesh,Chaat,Assortment of tangy and spicy street foods; popular in urban centers.
food,Uttar Pradesh,Samosa,Deep-fried pastry with spiced potato filling; ubiquitous snack.
food,Uttar Pradesh,Boondi Raita,Yogurt mixed with tiny fried gram flour balls; cooling side dish.
food,Uttar Pradesh,Ras Malai,Soft paneer balls soaked in sweetened milk; festive dessert.
food,Uttar Pradesh,Sheer Khurma,Vermicelli pudding with dates and nuts; Eid delicacy.
food,Uttar Pradesh,Makhan Malai,Airy dessert made from churned milk; winter specialty in Lucknow.
food,Uttar Pradesh,Dal Makhani,Creamy lentil curry with butter and spices; popular in Punjabi communities.
food,West Bengal,Shorshe Ilish,Hilsa fish steamed in mustard paste; monsoon delicacy.
food,West Bengal,Kosha Mangsho,Slow-cooked spicy mutton curry; festive favorite.
food,West Bengal,Chingri Malai Curry,Prawns simmered in coconut milk; served during celebrations.
food,West Bengal,Shukto,Bitter and sweet mixed vegetable stew; traditional starter.
food,West Bengal,Aloo Posto,Potatoes cooked with poppy seeds; daily comfort food.
food,West Bengal,Dhokar Dalna,Lentil cakes in tomato-based gravy; vegetarian delicacy.
food,West Bengal,Patishapta,Rice crepes filled with jaggery and coconut; Poush Sankranti special.
food,West Bengal,Rasgulla,Spongy cottage cheese balls in sugar syrup; iconic sweet.
food,West Bengal,Sandesh,Sweet made from chhena; flavored with cardamom or jaggery.
food,West Bengal,Mishti Doi,Sweetened fermented yogurt; festive dessert.
food,West Bengal,Phuchka,Crispy shells filled with tangy tamarind water; popular street food.
food,West Bengal,Kathi Roll,Paratha roll stuffed with spiced meat or vegetables; Kolkata street food.
food,West Bengal,Telebhaja,Deep-fried fritters like beguni and aloor chop; evening snack.
food,West Bengal,Basanti Pulao,Sweet yellow rice with ghee and raisins; festive accompaniment.
food,West Bengal,Labra,Mixed vegetable curry; often paired with khichuri.
food,West Bengal,Cholar Dal,Bengal gram lentils cooked with coconut; served with luchi.
food,West Bengal,Luchi,Deep-fried puffed bread; breakfast staple.
food,West Bengal,Bhapa Doi,Steamed sweetened yogurt; dessert delicacy.
food,West Bengal,Mochar Ghonto,Banana flower curry with coconut; traditional dish.
food,West Bengal,Phulkopir Paturi,"Cauliflower marinated in spices, wrapped in banana leaves, and steamed."
food,West Bengal,Rui Macher Kalia,Rohu fish curry in rich tomato-onion gravy; festive dish.
food,West Bengal,Beguni,Eggplant slices battered and deep-fried; common snack.
food,West Bengal,Chhanar Dalna,Cottage cheese balls in tomato gravy; vegetarian favorite.
food,West Bengal,Phoolkopir Singara,Samosa stuffed with spiced cauliflower; tea-time snack.
food,West Bengal,Jhalmuri,Puffed rice mixed with spices and mustard oil; street snack.
food,West Bengal,Radha Ballavi,Stuffed deep-fried bread with spiced lentils; breakfast item.
food,West Bengal,Chital Macher Muitha,Fish dumplings in spicy gravy; traditional delicacy.
food,West Bengal,Postor Bora,Poppy seed fritters; served as a side dish.
food,West Bengal,Komola Bhog,Orange-flavored rasgulla; festive sweet.
food,West Bengal,Langcha,Fried cottage cheese cylinders soaked in syrup; Shaktigarh specialty.
food,Andaman and Nicobar Islands,Fish Curry,Fresh fish cooked with turmeric and tamarind; staple dish.
food,Andaman and Nicobar Islands,Prawn Masala,Local sea prawns in spiced masala; tender and flavorful.
food,Andaman and Nicobar Islands,Grilled Lobster,Lobster grilled with lime or butter sauce; island favorite.
food,Andaman and Nicobar Islands,Crab Meat Curry,Fresh crabs in spicy curry sauce; seafood delight.
food,Andaman and Nicobar Islands,Coconut Fish Curry,Fish fried in coconut milk; rich and comforting.
food,Andaman and Nicobar Islands,Coconut Rice,Grated coconut mixed with rice; complements seafood.
food,Andaman and Nicobar Islands,Tuna Wrapped in Banana Leaf,Tuna grilled in banana leaves; traditional tribal dish.
food,Andaman and Nicobar Islands,Local Root Vegetables,"Yams, sweet potatoes, cassava; roasted or boiled."
food,Andaman and Nicobar Islands,Pulao,Fragrant rice with spices and vegetables; versatile side.
food,Andaman and Nicobar Islands,Kacchi Biryani,Marinated spicy meat with aromatic rice; festive dish.
food,Andaman and Nicobar Islands,Barbeque Fish,Fresh fish grilled over open flame; beachside delicacy.
food,Andaman and Nicobar Islands,Macher Jhol,Bengali-style fish curry; light and flavorful.
food,Andaman and Nicobar Islands,Chilli Curry,Spicy vegan curry with freshly ground spices.
food,Andaman and Nicobar Islands,Galho,Rice mixed with vegetables and meat in coconut milk; Nicobarese specialty.
food,Andaman and Nicobar Islands,Nicobari Pulao,"Rice cooked with coconut milk, spices, and meat; festive dish."
food,Andaman and Nicobar Islands,Smoked Fish,Fish smoked over open fire; indigenous preparation.
food,Andaman and Nicobar Islands,Wild Fruit Stew,Stew of local wild fruits; traditional tribal dish.
food,Andaman and Nicobar Islands,Grilled Prawns,Prawns grilled with spices; popular seafood dish.
food,Andaman and Nicobar Islands,Lobster Thermidor,Lobster baked with creamy sauce; gourmet preparation.
food,Andaman and Nicobar Islands,Fish Amritsari,Fish fried with spices; North Indian influence.
food,Andaman and Nicobar Islands,Nicobari Chicken Curry,Chicken cooked with coconut and spices; Nicobarese dish.
food,Andaman and Nicobar Islands,Seafood Thali,Assortment of seafood dishes served with rice; comprehensive meal.
food,Andaman and Nicobar Islands,Nicobari Dessert,Sweet dish made with coconut and jaggery; traditional sweet.
food,Andaman and Nicobar Islands,Nicobari Salad,Salad with fresh vegetables and coconut dressing; refreshing side.
food,Andaman and Nicobar Islands,Nicobari Bread,Traditional bread made with coconut flour; staple food.
food,Andaman and Nicobar Islands,Nicobari Soup,Soup made with local herbs and spices; traditional starter.
food,Andaman and Nicobar Islands,Nicobari Pickle,Pickle made with local vegetables and spices; condiment.
food,Andaman and Nicobar Islands,Nicobari Chutney,Chutney made with coconut and spices; accompaniment.
food,Andaman and Nicobar Islands,Nicobari Snack,Snack made with local ingredients; traditional snack.
food,Andaman and Nicobar Islands,Nicobari Beverage,Beverage made with local fruits and herbs; traditional drink.
food,Chandigarh,Chole Bhature,Spicy chickpea curry served with deep-fried bread; popular breakfast.
food,Chandigarh,Sarson da Saag with Makki di Roti,Mustard greens curry with maize flatbread; winter staple.
food,Chandigarh,Butter Chicken,Creamy tomato-based chicken curry; iconic Punjabi dish.
food,Chandigarh,Amritsari Kulcha,Stuffed leavened bread with spiced potatoes; street food favorite.
food,Chandigarh,Rajma Chawal,Red kidney beans curry served over steamed rice; comfort food.
food,Chandigarh,Aloo Paratha,Whole wheat flatbread stuffed with spiced potatoes; breakfast staple.
food,Chandigarh,Lassi,Sweet or salted yogurt-based drink; traditional Punjabi beverage.
food,Chandigarh,Paneer Tikka,Marinated cottage cheese cubes grilled; popular appetizer.
food,Chandigarh,Dal Makhani,Creamy lentil curry made with black gram and kidney beans.
food,Chandigarh,Gol Gappa,Crispy hollow puris filled with tangy tamarind water; street snack.
food,Chandigarh,Pakoras,Deep-fried fritters made from vegetables or paneer; tea-time snack.
food,Chandigarh,Samosa,Triangular pastry filled with spiced potatoes; ubiquitous snack.
food,Chandigarh,Jalebi,Deep-fried spirals soaked in sugar syrup; festive sweet.
food,Chandigarh,Chaat,Assorted savory snacks with tangy sauces; street food.
food,Chandigarh,Paneer Butter Masala,Cottage cheese cubes in rich tomato gravy; vegetarian delight.
food,Chandigarh,Bhindi Masala,Stir-fried okra with onions and spices; daily meal component.
food,Chandigarh,Baingan Bharta,Roasted mashed eggplant cooked with tomatoes and spices.
food,Chandigarh,Kadhi Pakora,Gram flour dumplings in spiced yogurt gravy; comfort food.
food,Chandigarh,Raita,Yogurt mixed with vegetables or boondi; side dish.
food,Chandigarh,Phirni,Creamy rice pudding flavored with cardamom; dessert.
food,Chandigarh,Amritsari Fish,Spiced batter-fried fish; popular appetizer.
food,Chandigarh,Tandoori Chicken,Marinated chicken roasted in tandoor; iconic dish.
food,Chandigarh,Keema Naan,Leavened bread stuffed with spiced minced meat; hearty meal.
food,Chandigarh,Rogan Josh,Tender lamb curry with aromatic spices; Kashmiri influence.
food,Chandigarh,Chicken Biryani,Layered rice dish with spiced chicken; festive favorite.
food,Chandigarh,Palak Paneer,Cottage cheese cubes in spiced spinach gravy; nutritious dish.
food,Chandigarh,Malai Kofta,Fried cottage cheese dumplings in creamy gravy; rich entrée.
food,Chandigarh,Ras Malai,Soft paneer discs in sweetened milk; dessert.
food,Chandigarh,Gajar ka Halwa,"Carrot pudding made with ghee, milk, and sugar; winter delicacy."
food,Chandigarh,Besan Ladoo,Sweet gram flour balls with ghee and sugar; festive treat.
food,Chandigarh,Makki di Roti,Unleavened maize flatbread; pairs with saag.
food,Chandigarh,Chana Masala,Spicy chickpea curry; versatile dish.
food,Chandigarh,Roti,Whole wheat flatbread; daily staple.
food,Chandigarh,Naan,Leavened tandoor-baked bread; accompanies rich gravies.
food,Chandigarh,Paratha,Layered flatbread; can be plain or stuffed.
food,Chandigarh,Bhatura,Deep-fried leavened bread; served with chole.
food,Chandigarh,Saag Paneer,Spinach and cottage cheese curry; nutritious entrée.
food,Chandigarh,Murgh Malai Tikka,Creamy marinated chicken skewers; tender appetizer.
food,Chandigarh,Seekh Kebab,Spiced minced meat skewers; grilled delicacy.
food,Chandigarh,Halwa Puri,Semolina pudding with deep-fried bread; festive breakfast.
food,Chandigarh,Rabri,Thickened sweetened milk dessert; rich and creamy.
food,Chandigarh,Paneer Bhurji,Scrambled cottage cheese with spices; quick meal.
food,Chandigarh,Chicken Tikka Masala,Grilled chicken in spiced tomato gravy; fusion dish.
food,Chandigarh,Vegetable Pulao,Fragrant rice cooked with mixed vegetables and spices.
food,Chandigarh,Bhindi Do Pyaza,Okra cooked with double onions; flavorful side.
food,Chandigarh,Jeera Aloo,Cumin-spiced potatoes; simple yet tasty.
food,Chandigarh,Paneer Pakora,Batter-fried cottage cheese fritters; tea-time snack.
food,Chandigarh,Moong Dal Halwa,Lentil-based sweet pudding; rich dessert.
food,Chandigarh,Shahi Tukda,Fried bread soaked in sweetened milk; Mughlai dessert.
food,Chandigarh,::contentReference[oaicite:0]{index=0},
food,Dadra and Nagar Haveli and Dama,Ubadiyu,Winter delicacy of mixed vegetables and beans slow-cooked in an earthen pot.
food,Dadra and Nagar Haveli and Dama,Chourico,Spicy pork sausage blending Indian and Portuguese flavors; popular in Diu.
food,Dadra and Nagar Haveli and Dama,Bebinca,"Layered dessert of coconut, sugar, and ghee; Goan-Portuguese influence."
food,Dadra and Nagar Haveli and Dama,Fish Koliwada,Spicy fried prawns; believed to have originated in Daman.
food,Dadra and Nagar Haveli and Dama,Chicken Bullet,Unique chicken dish; popular in Daman.
food,Dadra and Nagar Haveli and Dama,Papri,Boiled sweet and salty peas; favored evening snack in Daman.
food,Dadra and Nagar Haveli and Dama,Jetty Roll,Daman's version of Kathi kebab rolls; street food specialty.
food,Dadra and Nagar Haveli and Dama,Cozido,Meat and vegetable stew; prepared during Christmas by Daman's Catholic community.
food,Dadra and Nagar Haveli and Dama,Val Nascido,Dish made during St. John de Baptis feast; popular among Daman's Catholics.
food,Dadra and Nagar Haveli and Dama,River Fish Curry,Freshwater fish cooked with local spices; staple among tribal communities.
food,Dadra and Nagar Haveli and Dama,Crab Curry,Crabs prepared with traditional spices; common in tribal meals.
food,Dadra and Nagar Haveli and Dama,Rotla and Saak,Millet bread with vegetable curry; daily meal in Daman and Diu.
food,Dadra and Nagar Haveli and Dama,Puri and Lapsee,Deep-fried bread with sweet dish; festive food in Daman and Diu.
food,Dadra and Nagar Haveli and Dama,Potaya,Traditional sweet; prepared during special occasions in Daman and Diu.
food,Dadra and Nagar Haveli and Dama,Dudh-plag,Milk-based dish; consumed during festivals in Daman and Diu.
food,Dadra and Nagar Haveli and Dama,Dhakanu,Sweet preparation; part of festive meals in Daman and Diu.
food,Dadra and Nagar Haveli and Dama,Chutney,Condiment made from various fruits and herbs; accompanies meals.
food,Dadra and Nagar Haveli and Dama,Buttermilk,Traditional drink made from churned yogurt; consumed with meals.
food,Dadra and Nagar Haveli and Dama,Seafood Thali,Assortment of seafood dishes served with rice; showcases coastal flavors.
food,Dadra and Nagar Haveli and Dama,Gujarati Thali,Platter featuring regional vegetarian dishes; reflects Gujarati influence.
food,Dadra and Nagar Haveli and Dama,Feni,Cashew or coconut-based liquor; available in Daman.
food,Dadra and Nagar Haveli and Dama,Toddy and Tari Palm Wine,Popular local drinks sold in earthenware pots in Daman.
food,Dadra and Nagar Haveli and Dama,Street Foods,"Pav Bhaji, bhel, chaat, vada pav; popular in Daman."
food,Dadra and Nagar Haveli and Dama,Beach Shack Delights,"Pani puri, egg parathas, seafood; available at Jampore beach."
food,Dadra and Nagar Haveli and Dama,Portuguese-Inspired Dishes,Fusion of Indian and Portuguese flavors; prevalent in Diu.
food,Dadra and Nagar Haveli and Dama,Tribal Cuisine,Dishes featuring local ingredients; significant in Dadra and Nagar Haveli.
food,Dadra and Nagar Haveli and Dama,Modern Adaptations,Contemporary takes on traditional recipes; found in urban areas.
food,Delhi,Chole Bhature,Spicy chickpea curry with deep-fried bread; popular breakfast.
food,Delhi,Butter Chicken,Creamy tomato-based chicken curry; iconic Delhi dish.
food,Delhi,Paranthas,Stuffed flatbreads with various fillings; breakfast staple.
food,Delhi,Aloo Tikki,Fried potato patties served with chutneys; popular street food.
food,Delhi,Jalebi,Deep-fried spirals soaked in sugar syrup; sweet treat.
food,Delhi,Nihari,Slow-cooked meat stew; traditional Mughal breakfast.
food,Delhi,Kebabs,Grilled spiced meat skewers; Mughal influence.
food,Delhi,Rajma Chawal,Red kidney beans curry with rice; comfort food.
food,Delhi,Golgappe,Crispy puris filled with tangy water; street snack.
food,Delhi,Chaat,Assorted savory snacks with tangy sauces; street delicacy.
food,Delhi,Samosa,Triangular pastry filled with spiced potatoes; ubiquitous snack.
food,Delhi,Kulfi,Traditional Indian ice cream; popular dessert.
food,Delhi,Falooda,Sweet beverage with vermicelli and basil seeds; refreshing treat.
food,Delhi,Chole Kulche,Spiced chickpeas served with leavened bread; street food.
food,Delhi,Dal Makhani,Creamy lentil curry; Punjabi influence.
food,Delhi,Shahi Paneer,Paneer in rich tomato-based gravy; Mughal origin.
food,Delhi,Aloo Chaat,Fried potato cubes tossed with spices; street snack.
food,Delhi,Dahi Bhalla,Lentil dumplings in yogurt; festive dish.
food,Delhi,Kachori,Deep-fried pastry filled with spiced lentils; breakfast item.
food,Delhi,Gulab Jamun,Fried dough balls soaked in sugar syrup; dessert.
food,Delhi,Lassi,Yogurt-based drink; cooling beverage.
food,Delhi,Biryani,Spiced rice dish with meat or vegetables; Mughal legacy.
food,Delhi,Daulat Ki Chaat,Frothy milk dessert; Old Delhi specialty.
food,Delhi,Paneer Tikka,Marinated grilled paneer cubes; popular appetizer.
food,Delhi,Bhature,Deep-fried leavened bread; pairs with chole.
food,Delhi,Seekh Kebab,Minced meat skewers; Mughal influence.
food,Delhi,Roomali Roti,"Thin, soft flatbread; accompanies Mughal dishes."
food,Delhi,Phirni,Creamy rice pudding; festive dessert.
food,Delhi,Bedmi Puri,Spiced lentil-stuffed bread; breakfast delicacy.
